id,name,parent_id,depth,url,globalImageUrl
16195,电线整理和配件,he001,2,https://www.ikea.cn/cn/zh/cat/dian-xian-zheng-li-he-pei-jian-16195/,https://www.ikea.cn/global/assets/navigation/images/cable-management-accessories-16195.jpeg
36814,控制装置和配件,he001,2,https://www.ikea.cn/cn/zh/cat/kong-zhi-zhuang-zhi-he-pei-jian-36814/,https://www.ikea.cn/global/assets/navigation/images/steering-devices-accessories-36814.jpeg
he001,家用电子产品,0,1,https://www.ikea.cn/cn/zh/cat/jia-yong-dian-zi-chan-pin-he001/,https://www.ikea.cn/global/assets/navigation/images/home-electronics-he001.jpeg
55987,SKYTTA 斯基塔 滑门面板,55984,3,https://www.ikea.cn/cn/zh/cat/skytta-si-ji-ta-hua-men-mian-ban-55987/,https://www.ikea.cn/global/assets/navigation/images/panels-for-skytta-sliding-doors-55987.jpeg
55984,SKYTTA 斯基塔滑门系统,hi001,2,https://www.ikea.cn/cn/zh/cat/skytta-si-ji-ta-hua-men-xi-tong-55984/,https://www.ikea.cn/global/assets/navigation/images/skytta-sliding-door-system-55984.jpeg
16298,拉手和拉钮,hi001,2,https://www.ikea.cn/cn/zh/cat/la-shou-he-la-niu-16298/,https://www.ikea.cn/global/assets/navigation/images/knobs-handles-16298.jpeg
21957,户外地板,hi001,2,https://www.ikea.cn/cn/zh/cat/hu-wai-di-ban-21957/,https://www.ikea.cn/global/assets/navigation/images/outdoor-flooring-21957.jpeg
49768,螺丝和紧固件,16292,3,https://www.ikea.cn/cn/zh/cat/luo-si-he-jin-gu-jian-49768/,https://www.ikea.cn/global/assets/navigation/images/screws-fasteners-49768.jpeg
16293,工具,16292,3,https://www.ikea.cn/cn/zh/cat/gong-ju-16293/,https://www.ikea.cn/global/assets/navigation/images/tools-16293.jpeg
16292,工具和安装件,hi001,2,https://www.ikea.cn/cn/zh/cat/gong-ju-he-an-zhuang-jian-16292/,https://www.ikea.cn/global/assets/navigation/images/tools-fittings-16292.jpeg
46078,搬家用品,hi001,2,https://www.ikea.cn/cn/zh/cat/ban-jia-yong-pin-46078/,https://www.ikea.cn/global/assets/navigation/images/moving-supplies-46078.jpeg
46473,层压板防溅挡板,19121,3,https://www.ikea.cn/cn/zh/cat/ceng-ya-ban-fang-jian-dang-ban-46473/,https://www.ikea.cn/global/assets/navigation/images/laminate-splashbacks-46473.jpeg
19121,厨房墙面挡水板,hi001,2,https://www.ikea.cn/cn/zh/cat/chu-fang-qiang-mian-dang-shui-ban-19121/,https://www.ikea.cn/global/assets/navigation/images/kitchen-splashbacks-wall-panels-19121.jpeg
42948,护理油/着色剂/产品保养,hi001,2,https://www.ikea.cn/cn/zh/cat/hu-li-you-zhao-se-ji-chan-pin-bao-yang-42948/,https://www.ikea.cn/global/assets/navigation/images/oils-stains-product-care-42948.jpeg
46077,降噪用品,hi001,2,https://www.ikea.cn/cn/zh/cat/xi-yin-ban-46077/,https://www.ikea.cn/global/assets/navigation/images/acoustic-panels-46077.jpeg
16257,儿童安全,sp001,3,https://www.ikea.cn/cn/zh/cat/er-tong-an-quan-16257/,https://www.ikea.cn/global/assets/navigation/images/child-safety-16257.jpeg
16256,居家安全,sp001,3,https://www.ikea.cn/cn/zh/cat/ju-jia-an-quan-16256/,https://www.ikea.cn/global/assets/navigation/images/home-safety-16256.jpeg
sp001,安全产品,hi001,2,https://www.ikea.cn/cn/zh/cat/an-quan-chan-pin-sp001/,https://www.ikea.cn/global/assets/navigation/images/safety-products-sp001.jpeg
hi001,家居修缮,0,1,https://www.ikea.cn/cn/zh/cat/jia-ju-xiu-shan-hi001/,https://www.ikea.cn/global/assets/navigation/images/home-improvement-hi001.jpeg
10779,植物,47430,3,https://www.ikea.cn/cn/zh/cat/zhi-wu-10779/,https://www.ikea.cn/global/assets/navigation/images/plants-10779.jpeg
30436,户外花盆,47430,3,https://www.ikea.cn/cn/zh/cat/hu-wai-hua-pen-30436/,https://www.ikea.cn/global/assets/navigation/images/outdoor-plant-pots-30436.jpeg
20494,植物支撑架和移动用具,47430,3,https://www.ikea.cn/cn/zh/cat/zhi-wu-zhi-cheng-jia-he-yi-dong-yong-ju-20494/,https://www.ikea.cn/global/assets/navigation/images/plant-stands-movers-20494.jpeg
24887,园艺配件,47430,3,https://www.ikea.cn/cn/zh/cat/yuan-yi-pei-jian-24887/,https://www.ikea.cn/global/assets/navigation/images/growing-accessories-24887.jpeg
20493,浇水壶,47430,3,https://www.ikea.cn/cn/zh/cat/jiao-shui-hu-20493/,https://www.ikea.cn/global/assets/navigation/images/watering-cans-20493.jpeg
47430,园艺,ss001,2,https://www.ikea.cn/cn/zh/cat/yuan-yi-47430/,https://www.ikea.cn/global/assets/navigation/images/gardening-47430.jpeg
700177,装饰吊灯,14971,3,https://www.ikea.cn/cn/zh/cat/zhuang-shi-diao-deng-700177/,https://www.ikea.cn/global/assets/navigation/images/decorative-pendant-lamps-700177.jpeg
700178,装饰灯罩,14971,3,https://www.ikea.cn/cn/zh/cat/zhuang-shi-deng-zhao-700178/,https://www.ikea.cn/global/assets/navigation/images/decorative-lamp-shades-700178.jpeg
